dir_name,thread_num,total_read_time(ms),total_read_time(s),
/mnt/beegfs/test_dir_4KB_10428,1,8994,8.994
/mnt/beegfs/test_dir_4KB_10428,2,5928,5.928
/mnt/beegfs/test_dir_4KB_10428,4,3107,3.107
/mnt/beegfs/test_dir_4KB_10428,8,1589,1.589
/mnt/beegfs/test_dir_4KB_10428,16,734,0.734
/mnt/beegfs/test_dir_4KB_10428,32,482,0.482
/mnt/beegfs/test_dir_4KB_10428,64,395,0.395
/mnt/beegfs/test_dir_4KB_10428,128,753,0.753
/mnt/beegfs/test_dir_4KB_10428,256,1496,1.496
/mnt/beegfs/test_dir_4KB_10428,512,3089,3.089
/mnt/beegfs/test_dir_4KB_10428,1024,8084,8.084
/mnt/beegfs/test_dir_4KB_10428,1,9320,9.32
/mnt/beegfs/test_dir_4KB_10428,2,5849,5.849
/mnt/beegfs/test_dir_4KB_10428,4,3232,3.232
/mnt/beegfs/test_dir_4KB_10428,8,1583,1.583
/mnt/beegfs/test_dir_4KB_10428,16,639,0.639
/mnt/beegfs/test_dir_4KB_10428,32,423,0.423
/mnt/beegfs/test_dir_4KB_10428,64,285,0.285
/mnt/beegfs/test_dir_4KB_10428,128,696,0.696
/mnt/beegfs/test_dir_4KB_10428,256,1575,1.575
/mnt/beegfs/test_dir_4KB_10428,512,3078,3.078
/mnt/beegfs/test_dir_4KB_10428,1024,7703,7.703
/mnt/beegfs/test_dir_4KB_10428,1,9062,9.062
/mnt/beegfs/test_dir_4KB_10428,2,5761,5.761
/mnt/beegfs/test_dir_4KB_10428,4,3072,3.072
/mnt/beegfs/test_dir_4KB_10428,8,1599,1.599
/mnt/beegfs/test_dir_4KB_10428,16,584,0.584
/mnt/beegfs/test_dir_4KB_10428,32,404,0.404
/mnt/beegfs/test_dir_4KB_10428,64,410,0.41
/mnt/beegfs/test_dir_4KB_10428,128,744,0.744
/mnt/beegfs/test_dir_4KB_10428,256,1508,1.508
/mnt/beegfs/test_dir_4KB_10428,512,3194,3.194
/mnt/beegfs/test_dir_4KB_10428,1024,8243,8.243
/mnt/beegfs/test_dir_4KB_10428,1,9100,9.1
/mnt/beegfs/test_dir_4KB_10428,2,1937,1.937
/mnt/beegfs/test_dir_4KB_10428,4,2911,2.911
/mnt/beegfs/test_dir_4KB_10428,8,1165,1.165
/mnt/beegfs/test_dir_4KB_10428,16,515,0.515
/mnt/beegfs/test_dir_4KB_10428,32,499,0.499
/mnt/beegfs/test_dir_4KB_10428,64,409,0.409
/mnt/beegfs/test_dir_4KB_10428,128,716,0.716
/mnt/beegfs/test_dir_4KB_10428,256,1654,1.654
/mnt/beegfs/test_dir_4KB_10428,512,3124,3.124
/mnt/beegfs/test_dir_4KB_10428,1024,7248,7.248
