Directory,Max Workers,Total Time(s)
/mnt/beegfs/test_dir_4KB_10428,4,3.523723125
/mnt/beegfs/test_dir_4KB_10428,4,3.182476997
/mnt/beegfs/test_dir_4KB_10428,4,3.488793135
/mnt/beegfs/test_dir_4KB_10428,4,3.576334953
/mnt/beegfs/test_dir_4KB_10428,4,3.255950451
/mnt/beegfs/test_dir_4KB_10428,4,3.318032503
/mnt/beegfs/test_dir_4KB_10428,4,3.138966560
/mnt/beegfs/test_dir_4KB_10428,4,3.629871130
/mnt/beegfs/test_dir_4KB_10428,4,2.921246290
/mnt/beegfs/test_dir_4KB_10428,4,3.681913853
/mnt/beegfs/test_dir_4KB_10428,4,3.217308760
/mnt/beegfs/test_dir_4KB_10428,4,3.564385176
/mnt/beegfs/test_dir_4KB_10428,4,3.353553295
/mnt/beegfs/test_dir_4KB_10428,4,3.442298412
/mnt/beegfs/test_dir_4KB_10428,4,3.501033068
/mnt/beegfs/test_dir_4KB_10428,4,3.931725264
/mnt/beegfs/test_dir_4KB_10428,8,1.729405642
/mnt/beegfs/test_dir_4KB_10428,8,1.466169119
/mnt/beegfs/test_dir_4KB_10428,8,1.587924957
/mnt/beegfs/test_dir_4KB_10428,8,1.491159678
/mnt/beegfs/test_dir_4KB_10428,8,1.665196896
/mnt/beegfs/test_dir_4KB_10428,8,1.857110739
/mnt/beegfs/test_dir_4KB_10428,8,1.393341064
/mnt/beegfs/test_dir_4KB_10428,8,1.374471426
/mnt/beegfs/test_dir_4KB_10428,8,1.440187216
/mnt/beegfs/test_dir_4KB_10428,8,1.754391909
/mnt/beegfs/test_dir_4KB_10428,8,1.770130157
/mnt/beegfs/test_dir_4KB_10428,8,1.601472616
/mnt/beegfs/test_dir_4KB_10428,8,1.659362555
/mnt/beegfs/test_dir_4KB_10428,8,1.506041765
/mnt/beegfs/test_dir_4KB_10428,8,1.477720737
/mnt/beegfs/test_dir_4KB_10428,8,1.405051708
/mnt/beegfs/test_dir_4KB_10428,8,1.829453707
/mnt/beegfs/test_dir_4KB_10428,8,1.836334229
/mnt/beegfs/test_dir_4KB_10428,8,1.769894361
/mnt/beegfs/test_dir_4KB_10428,8,1.565185785
/mnt/beegfs/test_dir_4KB_10428,16,2.607152700
/mnt/beegfs/test_dir_4KB_10428,16,1.608283997
/mnt/beegfs/test_dir_4KB_10428,16,2.551363707
/mnt/beegfs/test_dir_4KB_10428,16,1.493455648
/mnt/beegfs/test_dir_4KB_10428,16,1.738551617
/mnt/beegfs/test_dir_4KB_10428,16,1.741649389
/mnt/beegfs/test_dir_4KB_10428,16,1.517732620
/mnt/beegfs/test_dir_4KB_10428,16,2.500349998
/mnt/beegfs/test_dir_4KB_10428,16,1.601446867
/mnt/beegfs/test_dir_4KB_10428,16,1.683646679
/mnt/beegfs/test_dir_4KB_10428,16,1.839883566
/mnt/beegfs/test_dir_4KB_10428,16,1.557719946
/mnt/beegfs/test_dir_4KB_10428,16,1.750666618
/mnt/beegfs/test_dir_4KB_10428,16,1.411445618
/mnt/beegfs/test_dir_4KB_10428,16,2.534848690
/mnt/beegfs/test_dir_4KB_10428,16,2.462336063
/mnt/beegfs/test_dir_4KB_10428,16,1.623155117
/mnt/beegfs/test_dir_4KB_10428,16,2.660633326
/mnt/beegfs/test_dir_4KB_10428,16,2.498629808
/mnt/beegfs/test_dir_4KB_10428,16,2.563615322
/mnt/beegfs/test_dir_4KB_10428,32,1.815941095
/mnt/beegfs/test_dir_4KB_10428,32,2.656680107
/mnt/beegfs/test_dir_4KB_10428,32,1.772941113
/mnt/beegfs/test_dir_4KB_10428,32,2.772388220
/mnt/beegfs/test_dir_4KB_10428,32,2.117273569
/mnt/beegfs/test_dir_4KB_10428,32,1.825014114
/mnt/beegfs/test_dir_4KB_10428,32,2.784488201
/mnt/beegfs/test_dir_4KB_10428,32,2.152385235
/mnt/beegfs/test_dir_4KB_10428,32,2.013519049
/mnt/beegfs/test_dir_4KB_10428,32,2.518571854
/mnt/beegfs/test_dir_4KB_10428,32,2.677405834
/mnt/beegfs/test_dir_4KB_10428,32,1.754754782
/mnt/beegfs/test_dir_4KB_10428,32,2.695261002
/mnt/beegfs/test_dir_4KB_10428,32,2.115668774
/mnt/beegfs/test_dir_4KB_10428,32,2.646289349
/mnt/beegfs/test_dir_4KB_10428,32,2.687567234
/mnt/beegfs/test_dir_4KB_10428,32,1.868679047
/mnt/beegfs/test_dir_4KB_10428,32,2.564560175
/mnt/beegfs/test_dir_4KB_10428,32,1.824268579
/mnt/beegfs/test_dir_4KB_10428,32,2.107241631
/mnt/beegfs/test_dir_4KB_10428,64,2.292357445
/mnt/beegfs/test_dir_4KB_10428,64,2.477996826
/mnt/beegfs/test_dir_4KB_10428,64,2.581581593
/mnt/beegfs/test_dir_4KB_10428,64,2.443300962
/mnt/beegfs/test_dir_4KB_10428,64,1.835796833
/mnt/beegfs/test_dir_4KB_10428,64,2.548219919
/mnt/beegfs/test_dir_4KB_10428,64,2.646245956
/mnt/beegfs/test_dir_4KB_10428,64,2.138594151
/mnt/beegfs/test_dir_4KB_10428,64,2.274702311
/mnt/beegfs/test_dir_4KB_10428,64,2.377223015
/mnt/beegfs/test_dir_4KB_10428,64,2.194034338
/mnt/beegfs/test_dir_4KB_10428,64,2.510026217
/mnt/beegfs/test_dir_4KB_10428,64,1.617799759
/mnt/beegfs/test_dir_4KB_10428,64,2.457295418
/mnt/beegfs/test_dir_4KB_10428,64,2.387948275
/mnt/beegfs/test_dir_4KB_10428,64,2.705520630
/mnt/beegfs/test_dir_4KB_10428,64,2.706754923
/mnt/beegfs/test_dir_4KB_10428,64,1.690972567
/mnt/beegfs/test_dir_4KB_10428,64,2.218005419
/mnt/beegfs/test_dir_4KB_10428,64,2.177635908
/mnt/beegfs/test_dir_4KB_10428,128,2.474915743
/mnt/beegfs/test_dir_4KB_10428,128,2.010881662
/mnt/beegfs/test_dir_4KB_10428,128,1.873914719
/mnt/beegfs/test_dir_4KB_10428,128,2.370528221
/mnt/beegfs/test_dir_4KB_10428,128,2.748542070
/mnt/beegfs/test_dir_4KB_10428,128,1.696020126
/mnt/beegfs/test_dir_4KB_10428,128,2.483242512
/mnt/beegfs/test_dir_4KB_10428,128,2.269450665
/mnt/beegfs/test_dir_4KB_10428,128,1.786967278
/mnt/beegfs/test_dir_4KB_10428,128,1.842502594
/mnt/beegfs/test_dir_4KB_10428,128,2.295587778
/mnt/beegfs/test_dir_4KB_10428,128,1.946795940
/mnt/beegfs/test_dir_4KB_10428,128,2.287014723
/mnt/beegfs/test_dir_4KB_10428,128,1.998980045
/mnt/beegfs/test_dir_4KB_10428,128,1.559994698
/mnt/beegfs/test_dir_4KB_10428,128,2.727354288
/mnt/beegfs/test_dir_4KB_10428,128,2.488819838
/mnt/beegfs/test_dir_4KB_10428,128,2.534979105
/mnt/beegfs/test_dir_4KB_10428,128,2.183639288
/mnt/beegfs/test_dir_4KB_10428,128,2.307112694
/mnt/beegfs/test_dir_4KB_10428,256,2.201699257
/mnt/beegfs/test_dir_4KB_10428,256,2.481866360
/mnt/beegfs/test_dir_4KB_10428,256,1.911800861
/mnt/beegfs/test_dir_4KB_10428,256,2.272475481
/mnt/beegfs/test_dir_4KB_10428,256,1.780167818
