IOSize (KB),Threads,Throughput (GiB/sec),IOPS
8,16,0.191419,25089.671168
8,32,0.185582,24324.603904
8,64,0.150442,19718.733824
8,128,0.08498,11138.49856
8,256,0.038868,5094.506496
16,1,0.029516,1934.360576
16,2,0.056361,3693.674496
16,4,0.106522,6981.025792
16,8,0.206466,13530.955776
16,16,0.39336,25779.24096
16,32,0.381935,25030.49216
16,64,0.279238,18300.141568
16,128,0.158406,10381.295616
16,256,0.057019,3736.797184
0.5,1,0.000897,1881.145344
0.5,2,0.00171,3586.12992
0.5,4,0.00356,7465.86112
0.5,8,0.006545,13725.85984
0.5,16,0.013398,28097.642496
0.5,32,0.014985,31425.82272
0.5,64,0.011822,24792.530944
0.5,128,0.008321,17450.401792
0.5,256,0.00038,796.91776
1,1,0.002001,2098.200576
1,2,0.003458,3625.975808
1,4,0.006646,6968.836096
1,8,0.01324,13883.14624
1,16,0.024981,26194.477056
1,32,0.029778,31224.496128
1,64,0.022789,23895.998464
1,128,0.014614,15323.889664
1,256,0.000737,772.800512
2,1,0.00504,2642.41152
2,2,0.006535,3426.22208
2,4,0.013518,7087.325184
2,8,0.027039,14176.223232
2,16,0.060144,31532.777472
2,32,0.062298,32662.093824
2,64,0.048522,25439.502336
2,128,0.027018,14165.213184
2,256,0.001497,784.859136
4,1,0.012215,3202.08896
4,2,0.022236,5829.033984
4,4,0.028202,7392.985088
4,8,0.064184,16825.450496
4,16,0.134045,35139.09248
4,32,0.118058,30948.196352
4,64,0.096536,25306.333184
4,128,0.048233,12643.991552
4,256,0.020909,5481.168896
8,1,0.023679,3103.653888
8,2,0.041852,5485.625344
8,4,0.093436,12246.843392
8,8,0.183086,23997.448192
8,16,0.193899,25414.729728
8,32,0.220236,28866.772992
8,64,0.161617,21183.463424
8,128,0.088236,11565.268992
8,256,0.039028,5115.478016
16,1,0.029685,1945.43616
16,2,0.054516,3572.760576
16,4,0.103411,6777.143296
16,8,0.183201,12006.260736
16,16,0.3326,21797.2736
16,32,0.402009,26346.061824
16,64,0.294627,19308.675072
16,128,0.159918,10480.386048
16,256,0.067453,4420.599808
0.5,1,0.000897,1881.145344
0.5,2,0.00172,3607.10144
0.5,4,0.003332,6987.710464
0.5,8,0.006924,14520.680448
0.5,16,0.013446,28198.305792
0.5,32,0.01508,31625.05216
0.5,64,0.011586,24297.603072
0.5,128,0.008577,17987.272704
0.5,256,0.000393,824.180736
1,1,0.001971,2066.743296
1,2,0.003299,3459.252224
1,4,0.006755,7083.13088
1,8,0.012902,13528.727552
1,16,0.027134,28452.061184
1,32,0.029112,30526.144512
1,64,0.025199,26423.066624
1,128,0.014676,15388.901376
1,256,0.000747,783.286272
2,1,0.004441,2328.363008
2,2,0.006397,3353.870336
2,4,0.013094,6865.027072
2,8,0.025246,13236.174848
2,16,0.049258,25825.378304
2,32,0.056211,29470.752768
2,64,0.04468,23425.18784
2,128,0.025558,13399.752704
2,256,0.001521,797.442048
4,1,0.01215,3185.0496
4,2,0.019702,5164.761088
4,4,0.041542,10889.986048
4,8,0.054678,14333.509632
4,16,0.109258,28641.329152
4,32,0.111994,29358.555136
4,64,0.088393,23171.694592
4,128,0.047338,12409.372672
4,256,0.02293,6010.96192
8,1,0.022931,3005.612032
8,2,0.041632,5456.789504
8,4,0.091548,11999.379456
8,8,0.162335,21277.57312
8,16,0.187676,24599.068672
8,32,0.214776,28151.119872
8,64,0.161705,21194.99776
8,128,0.089629,11747.852288
8,256,0.041753,5472.649216
16,1,0.031134,2040.397824
16,2,0.054188,3551.264768
16,4,0.10655,6982.8608
16,8,0.194643,12756.123648
16,16,0.337261,22102.736896
16,32,0.414726,27179.483136
16,64,0.300768,19711.131648
16,128,0.15826,10371.72736
16,256,0.062816,4116.709376
0.5,1,0.000895,1876.95104
0.5,2,0.001714,3594.518528
0.5,4,0.003337,6998.196224
0.5,8,0.007022,14726.201344
0.5,16,0.013536,28387.049472
0.5,32,0.013816,28974.252032
0.5,64,0.011654,24440.209408
0.5,128,0.009741,20428.357632
0.5,256,0.000377,790.626304
1,1,0.002018,2116.026368
1,2,0.003398,3563.061248
1,4,0.006883,7217.348608
1,8,0.01296,13589.54496
1,16,0.025127,26347.569152
1,32,0.029601,31038.898176
1,64,0.023506,24647.827456
1,128,0.014917,15641.608192
1,256,0.000724,759.169024
2,1,0.005279,2767.716352
2,2,0.006605,3462.92224
2,4,0.013796,7233.077248
2,8,0.025783,13517.717504
2,16,0.052544,27548.188672
2,32,0.056571,29659.496448
2,64,0.045573,23893.377024
2,128,0.025275,13251.3792
2,256,0.001668,874.512384
4,1,0.012089,3169.058816
4,2,0.02252,5903.48288
4,4,0.030547,8007.712768
4,8,0.070095,18374.98368
4,16,0.106032,27795.652608
4,32,0.126716,33217.839104
4,64,0.090512,23727.177728
4,128,0.049543,12987.400192
4,256,0.02292,6008.34048
8,1,0.024345,3190.94784
8,2,0.033084,4336.386048
8,4,0.083967,11005.722624
8,8,0.213722,28012.969984
8,16,0.189808,24878.514176
8,32,0.240718,31551.389696
8,64,0.167902,22007.250944
8,128,0.087536,11473.518592
8,256,0.036516,4786.225152
16,1,0.029579,1938.489344
16,2,0.054717,3585.933312
16,4,0.107116,7019.954176
16,8,0.201918,13232.898048
16,16,0.332051,21761.294336
16,32,0.360482,23624.548352
16,64,0.304649,19965.476864
16,128,0.152855,10017.50528
16,256,0.067168,4401.922048
0.5,1,0.000894,1874.853888
0.5,2,0.001696,3556.769792
0.5,4,0.003404,7138.705408
0.5,8,0.006391,13402.898432
0.5,16,0.013785,28909.24032
0.5,32,0.013768,28873.588736
0.5,64,0.011705,24547.16416
0.5,128,0.008508,17842.569216
0.5,256,0.000382,801.112064
1,1,0.001929,2022.703104
1,2,0.003399,3564.109824
1,4,0.006638,6960.447488
1,8,0.012847,13471.055872
1,16,0.02669,27986.49344
1,32,0.032768,34359.738368
1,64,0.024112,25283.264512
1,128,0.014286,14979.956736
1,256,0.000752,788.529152
2,1,0.005096,2671.771648
2,2,0.006486,3400.531968
2,4,0.013172,6905.921536
2,8,0.025925,13592.1664
2,16,0.052013,27269.791744
2,32,0.062703,32874.430464
2,64,0.044719,23445.635072
2,128,0.02553,13385.07264
2,256,0.001467,769.130496
4,1,0.01204,3156.21376
4,2,0.021093,5529.403392
4,4,0.043787,11478.499328
4,8,0.055659,14590.672896
4,16,0.105576,27676.114944
4,32,0.120834,31675.908096
4,64,0.094424,24752.685056
4,128,0.048793,12790.792192
4,256,0.023473,6153.306112
8,1,0.023268,3049.783296
8,2,0.03961,5191.76192
8,4,0.087469,11464.736768
8,8,0.108583,14232.190976
8,16,0.16993,22273.06496
8,32,0.206852,27112.505344
8,64,0.164434,21552.693248
8,128,0.088061,11542.331392
8,256,0.040154,5263.065088
16,1,0.029575,1938.2272
16,2,0.052507,3441.098752
16,4,0.107586,7050.756096
16,8,0.183148,12002.787328
16,16,0.347064,22745.186304
16,32,0.370661,24291.639296
16,64,0.274631,17998.217216
16,128,0.158512,10388.242432
16,256,0.070081,4592.828416
0.5,1,0.000895,1876.95104
0.5,2,0.001708,3581.935616
0.5,4,0.003324,6970.933248
0.5,8,0.006695,14040.43264
0.5,16,0.013171,27621.588992
0.5,32,0.013713,28758.245376
0.5,64,0.011686,24507.318272
0.5,128,0.008658,18157.142016
0.5,256,0.00038,796.91776
1,1,0.002062,2162.163712
1,2,0.003385,3549.42976
1,4,0.006503,6818.889728
1,8,0.01291,13537.11616
1,16,0.026162,27432.845312
1,32,0.030393,31869.370368
1,64,0.023533,24676.139008
1,128,0.014075,14758.7072
1,256,0.000765,802.16064
2,1,0.005353,2806.513664
2,2,0.006861,3597.139968
2,4,0.012992,6811.549696
2,8,0.025405,13319.53664
2,16,0.048539,25448.415232
2,32,0.062664,32853.983232
2,64,0.047771,25045.762048
2,128,0.025094,13156.483072
2,256,0.001423,746.061824
4,1,0.01275,3342.336
4,2,0.022311,5848.694784
4,4,0.054134,14190.903296
4,8,0.071993,18872.532992
4,16,0.101467,26598.965248
4,32,0.107031,28057.534464
4,64,0.09618,25213.00992
4,128,0.047159,12362.448896
4,256,0.023102,6056.050688
8,1,0.02309,3026.45248
8,2,0.040229,5272.895488
8,4,0.072345,9482.40384
8,8,0.108914,14275.575808
8,16,0.198787,26055.409664
8,32,0.198516,26019.889152
8,64,0.161044,21108.359168
8,128,0.085392,11192.500224
8,256,0.039313,5152.833536
16,1,0.03013,1974.59968
16,2,0.053071,3478.061056
16,4,0.107069,7016.873984
16,8,0.196726,12892.635136
16,16,0.382635,25076.36736
16,32,0.378965,24835.85024
16,64,0.322115,21110.12864
16,128,0.153593,10065.870848
16,256,0.06484,4249.35424
0.5,1,0.000947,1986.002944
0.5,2,0.001731,3630.170112
0.5,4,0.003255,6826.22976
0.5,8,0.006383,13386.121216
0.5,16,0.013141,27558.674432
0.5,32,0.014835,31111.24992
0.5,64,0.011641,24412.946432
0.5,128,0.008475,17773.3632
0.5,256,0.00038,796.91776
1,1,0.00199,2086.66624
1,2,0.003316,3477.078016
1,4,0.00649,6805.25824
1,8,0.012786,13407.092736
1,16,0.028295,29669.45792
1,32,0.029568,31004.295168
1,64,0.023166,24291.311616
1,128,0.014133,14819.524608
1,256,0.000785,823.13216
2,1,0.004747,2488.795136
2,2,0.006442,3377.463296
2,4,0.01347,7062.15936
2,8,0.024633,12914.786304
2,16,0.050528,26491.224064
2,32,0.055396,29043.458048
2,64,0.046797,24535.105536
2,128,0.025537,13388.742656
2,256,0.001541,807.927808
4,1,0.011902,3120.037888
4,2,0.021591,5659.951104
4,4,0.027662,7251.427328
4,8,0.053105,13921.15712
4,16,0.102868,26966.228992
4,32,0.111518,29233.774592
4,64,0.094583,24794.365952
4,128,0.048767,12783.976448
4,256,0.021161,5547.229184
8,1,0.020168,2643.460096
8,2,0.039711,5205.000192
8,4,0.058837,7711.883264
8,8,0.096539,12653.559808
8,16,0.173254,22708.748288
8,32,0.184993,24247.402496
8,64,0.150692,19751.501824
8,128,0.085946,11265.114112
8,256,0.040217,5271.322624
16,1,0.030624,2006.974464
16,2,0.053298,3492.937728
16,4,0.094557,6196.887552
16,8,0.197245,12926.64832
16,16,0.33779,22137.40544
16,32,0.366033,23988.338688
16,64,0.293918,19262.210048
16,128,0.153436,10055.581696
16,256,0.071734,4701.159424
0.5,1,0.000931,1952.448512
0.5,2,0.001716,3598.712832
0.5,4,0.003245,6805.25824
0.5,8,0.006408,13438.550016
0.5,16,0.0142,29779.5584
0.5,32,0.014888,31222.398976
0.5,64,0.012437,26082.279424
0.5,128,0.008685,18213.76512
0.5,256,0.000382,801.112064
1,1,0.002053,2152.726528
1,2,0.00337,3533.70112
1,4,0.006801,7131.365376
1,8,0.01238,12981.37088
1,16,0.025072,26289.897472
1,32,0.032822,34416.361472
1,64,0.022878,23989.321728
1,128,0.013794,14464.057344
1,256,0.000744,780.140544
2,1,0.005083,2664.955904
2,2,0.006623,3472.359424
2,4,0.012616,6614.417408
2,8,0.027753,14550.564864
2,16,0.049132,25759.318016
2,32,0.062303,32664.715264
2,64,0.044788,23481.810944
2,128,0.026135,13702.26688
2,256,0.001371,718.798848
4,1,0.011669,3058.958336
4,2,0.021172,5550.112768
4,4,0.040114,10515.644416
4,8,0.0631,16541.2864
4,16,0.110226,28895.084544
4,32,0.114164,29927.407616
4,64,0.086128,22577.938432
4,128,0.047468,12443.451392
4,256,0.021843,5726.011392
8,1,0.02377,3115.58144
8,2,0.035741,4684.644352
8,4,0.059046,7739.277312
8,8,0.142639,18695.979008
8,16,0.187256,24544.018432
8,32,0.209028,27397.718016
8,64,0.160294,21010.055168
8,128,0.085215,11169.30048
8,256,0.039162,5133.041664
16,1,0.03071,2012.61056
16,2,0.057093,3741.646848
16,4,0.107275,7030.3744
16,8,0.18655,12225.7408
16,16,0.328724,21543.256064
16,32,0.364267,23872.602112
16,64,0.288039,18876.923904
16,128,0.156308,10243.801088
16,256,0.066198,4338.352128
0.5,1,0.000904,1895.825408
0.5,2,0.001692,3548.381184
0.5,4,0.003405,7140.80256
0.5,8,0.006131,12857.638912
0.5,16,0.013051,27369.930752
0.5,32,0.013843,29030.875136
0.5,64,0.011667,24467.472384
0.5,128,0.00848,17783.84896
0.5,256,0.000378,792.723456
1,1,0.001949,2043.674624
1,2,0.003456,3623.878656
1,4,0.006509,6825.181184
1,8,0.01237,12970.88512
1,16,0.02774,29087.49824
1,32,0.032116,33676.066816
1,64,0.024711,25911.361536
1,128,0.014353,15050.211328
1,256,0.00075,786.432
2,1,0.005258,2756.706304
2,2,0.006707,3516.399616
2,4,0.013683,7173.832704
2,8,0.026615,13953.92512
2,16,0.054567,28608.823296
2,32,0.061454,32219.594752
2,64,0.044428,23293.067264
2,128,0.025129,13174.833152
2,256,0.00139,728.76032
4,1,0.012061,3161.718784
4,2,0.022785,5972.95104
4,4,0.04424,11597.25056
4,8,0.057566,15090.581504
4,16,0.100767,26415.464448
4,32,0.112723,29549.658112
4,64,0.087383,22906.929152
4,128,0.047362,12415.664128
4,256,0.023233,6090.391552
8,1,0.023568,3089.104896
8,2,0.037843,4960.157696
8,4,0.073857,9680.584704
8,8,0.182459,23915.266048
8,16,0.179807,23567.663104
8,32,0.212395,27839.03744
8,64,0.161718,21196.701696
8,128,0.086183,11296.178176
8,256,0.041458,5433.982976
16,1,0.031779,2082.668544
16,2,0.054548,3574.857728
16,4,0.10083,6607.99488
16,8,0.198134,12984.909824
16,16,0.310966,20379.467776
16,32,0.37258,24417.40288
16,64,0.253309,16600.858624
16,128,0.157754,10338.566144
16,256,0.06741,4417.78176
0.5,1,0.000915,1918.89408
0.5,2,0.001707,3579.838464
0.5,4,0.00334,7004.48768
0.5,8,0.006308,13228.834816
0.5,16,0.013286,27862.761472
0.5,32,0.014219,29819.404288
0.5,64,0.011079,23234.347008
0.5,128,0.008398,17611.882496
0.5,256,0.000367,769.654784
1,1,0.001946,2040.528896
1,2,0.00347,3638.55872
1,4,0.007234,7585.398784
1,8,0.013427,14079.229952
1,16,0.028336,29712.449536
1,32,0.029599,31036.801024
1,64,0.023486,24626.855936
1,128,0.01376,14428.40576
1,256,0.000748,784.334848
2,1,0.004735,2482.50368
2,2,0.006383,3346.530304
2,4,0.013127,6882.328576
2,8,0.024408,12796.821504
2,16,0.046006,24120.393728
2,32,0.05667,29711.40096
2,64,0.045735,23978.31168
2,128,0.025104,13161.725952
2,256,0.001557,816.316416
4,1,0.012093,3170.107392
4,2,0.020989,5502.140416
4,4,0.027795,7286.29248
4,8,0.064674,16953.901056
4,16,0.098562,25837.436928
4,32,0.115052,30160.191488
4,64,0.086383,22644.785152
4,128,0.048748,12778.995712
4,256,0.022406,5873.598464
8,1,0.022016,2885.681152
8,2,0.046459,6089.474048
8,4,0.077152,10112.466944
8,8,0.095747,12549.750784
8,16,0.172527,22613.458944
8,32,0.175943,23061.200896
8,64,0.152111,19937.492992
8,128,0.092,12058.624
8,256,0.042032,5509.218304
16,1,0.030554,2002.386944
16,2,0.06197,4061.26592
16,4,0.100918,6613.762048
16,8,0.231768,15189.147648
16,16,0.383166,25111.166976
16,32,0.391763,25674.579968
16,64,0.310049,20319.371264
16,128,0.149158,9775.218688
16,256,0.064315,4214.94784
0.5,1,0.000907,1902.116864
0.5,2,0.001727,3621.781504
0.5,4,0.003296,6912.212992
0.5,8,0.006364,13346.275328
0.5,16,0.013567,28452.061184
0.5,32,0.014391,30180.114432
0.5,64,0.011886,24926.748672
0.5,128,0.009731,20407.386112
0.5,256,0.000363,761.266176
1,1,0.002005,2102.39488
1,2,0.003408,3573.547008
1,4,0.006862,7195.328512
1,8,0.012861,13485.735936
1,16,0.028659,30051.139584
1,32,0.031939,33490.468864
1,64,0.022933,24046.993408
1,128,0.014165,14853.07904
1,256,0.000719,753.926144
2,1,0.00516,2705.32608
2,2,0.006604,3462.397952
2,4,0.012995,6813.12256
2,8,0.026868,14086.569984
2,16,0.057083,29927.931904
2,32,0.061262,32118.931456
2,64,0.045598,23906.484224
2,128,0.025036,13126.074368
2,256,0.001486,779.091968
4,1,0.012052,3159.359488
4,2,0.021394,5608.308736
4,4,0.039446,10340.532224
4,8,0.061122,16022.765568
4,16,0.104079,27283.685376
4,32,0.104715,27450.40896
4,64,0.087776,23009.951744
4,128,0.047659,12493.520896
4,256,0.021646,5674.369024
8,1,0.0227,2975.3344
8,2,0.046132,6046.613504
8,4,0.087052,11410.079744
8,8,0.170769,22383.034368
8,16,0.224895,29477.43744
8,32,0.234162,30692.081664
8,64,0.155928,20437.794816
8,128,0.088443,11592.400896
8,256,0.043405,5689.18016
16,1,0.031282,2050.097152
16,2,0.054199,3551.985664
16,4,0.103293,6769.410048
16,8,0.216766,14205.976576
16,16,0.308967,20248.461312
16,32,0.363161,23800.119296
16,64,0.304131,19931.529216
16,128,0.15964,10462.16704
16,256,0.063153,4138.795008
0.5,1,0.000961,2015.363072
0.5,2,0.001708,3581.935616
0.5,4,0.003337,6998.196224
0.5,8,0.006648,13941.866496
0.5,16,0.013522,28357.689344
0.5,32,0.014695,30817.64864
0.5,64,0.011446,24004.001792
0.5,128,0.008247,17295.212544
0.5,256,0.000389,815.792128
1,1,0.002321,2433.744896
1,2,0.003581,3754.950656
1,4,0.0066,6920.6016
1,8,0.012946,13574.864896
1,16,0.027495,28830.59712
1,32,0.02979,31237.07904
1,64,0.023228,24356.323328
1,128,0.014143,14830.010368
1,256,0.000743,779.091968
2,1,0.004826,2530.213888
2,2,0.006423,3367.501824
2,4,0.013014,6823.084032
2,8,0.024991,13102.481408
2,16,0.050666,26563.575808
2,32,0.056159,29443.489792
2,64,0.047398,24850.202624
2,128,0.025746,13498.318848
2,256,0.001465,768.08192
4,1,0.012449,3263.430656
4,2,0.020378,5341.970432
4,4,0.031765,8327.00416
4,8,0.058329,15290.597376
4,16,0.101979,26733.182976
4,32,0.123464,32365.346816
4,64,0.091409,23962.320896
4,128,0.048837,12802.326528
4,256,0.022865,5993.92256
8,1,0.023729,3110.207488
8,2,0.042563,5578.817536
8,4,0.08139,10667.95008
8,8,0.138723,18182.701056
8,16,0.177798,23304.339456
8,32,0.209313,27435.073536
8,64,0.164882,21611.413504
8,128,0.087071,11412.570112
8,256,0.039324,5154.275328
16,1,0.031783,2082.930688
16,2,0.05466,3582.19776
16,4,0.103489,6782.255104
16,8,0.196372,12869.435392
16,16,0.309166,20261.502976
16,32,0.342897,22472.097792
16,64,0.251807,16502.423552
16,128,0.156996,10288.889856
16,256,0.071439,4681.826304
0.5,1,0.000909,1906.311168
0.5,2,0.001757,3684.696064
0.5,4,0.003478,7293.894656
0.5,8,0.006288,13186.891776
0.5,16,0.01396,29276.24192
0.5,32,0.015087,31639.732224
0.5,64,0.011214,23517.462528
0.5,128,0.008215,17228.10368
0.5,256,0.000357,748.683264
1,1,0.001955,2049.96608
1,2,0.003418,3584.032768
1,4,0.00655,6868.1728
1,8,0.012123,12711.886848
1,16,0.026871,28176.285696
1,32,0.031924,33474.740224
1,64,0.023998,25163.726848
1,128,0.014508,15212.740608
1,256,0.000758,794.820608
2,1,0.00457,2395.99616
2,2,0.006366,3337.617408
2,4,0.012946,6787.432448
2,8,0.026147,13708.558336
2,16,0.049016,25698.500608
2,32,0.051719,27115.651072
2,64,0.048012,25172.115456
2,128,0.026067,13666.615296
2,256,0.001507,790.102016
4,1,0.012039,3155.951616
4,2,0.021402,5610.405888
4,4,0.038552,10106.175488
4,8,0.061423,16101.670912
4,16,0.106773,27989.901312
4,32,0.109848,28795.994112
4,64,0.096042,25176.834048
4,128,0.047742,12515.278848
4,256,0.022232,5827.985408
8,1,0.02266,2970.09152
8,2,0.04195,5498.4704
8,4,0.094471,12382.502912
8,8,0.184669,24204.935168
8,16,0.196265,25724.84608
8,32,0.193588,25373.966336
8,64,0.169564,22225.092608
8,128,0.090354,11842.879488
8,256,0.03894,5103.94368
16,1,0.031608,2071.461888
16,2,0.051837,3397.189632
16,4,0.108812,7131.103232
16,8,0.175166,11479.678976
16,16,0.345851,22665.691136
16,32,0.432741,28360.114176
16,64,0.277787,18205.048832
16,128,0.167051,10947.854336
16,256,0.064552,4230.479872
0.5,1,0.000909,1906.311168
0.5,2,0.001766,3703.570432
0.5,4,0.003233,6780.092416
0.5,8,0.006771,14199.816192
0.5,16,0.012832,26910.654464
0.5,32,0.014753,30939.283456
0.5,64,0.011744,24628.953088
0.5,128,0.008495,17815.30624
0.5,256,0.000367,769.654784
1,1,0.002046,2145.386496
1,2,0.003356,3519.021056
1,4,0.006389,6699.352064
1,8,0.012575,13185.8432
1,16,0.025531,26771.193856
1,32,0.029132,30547.116032
1,64,0.023477,24617.418752
1,128,0.013739,14406.385664
1,256,0.000774,811.597824
2,1,0.00515,2700.0832
2,2,0.006452,3382.706176
2,4,0.013085,6860.30848
2,8,0.021218,11124.342784
2,16,0.0522,27367.8336
2,32,0.062507,32771.670016
2,64,0.045092,23641.194496
2,128,0.025497,13367.771136
2,256,0.001506,789.577728
4,1,0.012175,3191.6032
4,2,0.022286,5842.141184
4,4,0.029362,7697.072128
4,8,0.057955,15192.55552
4,16,0.103479,27126.398976
4,32,0.104913,27502.313472
4,64,0.088954,23318.757376
4,128,0.047178,12367.429632
4,256,0.022569,5916.327936
8,1,0.022766,2983.985152
8,2,0.040747,5340.790784
8,4,0.083225,10908.4672
8,8,0.128407,16830.562304
8,16,0.188963,24767.758336
8,32,0.188747,24739.446784
8,64,0.150365,19708.64128
8,128,0.088097,11547.049984
8,256,0.04151,5440.79872
16,1,0.032074,2102.001664
16,2,0.051811,3395.485696
16,4,0.103236,6765.674496
16,8,0.17599,11533.68064
16,16,0.323114,21175.599104
16,32,0.297085,19469.76256
16,64,0.252566,16552.165376
16,128,0.152408,9988.210688
16,256,0.06253,4097.96608
0.5,1,0.000914,1916.796928
0.5,2,0.001719,3605.004288
0.5,4,0.003226,6765.412352
0.5,8,0.006311,13235.126272
0.5,16,0.013358,28013.756416
0.5,32,0.01493,31310.47936
0.5,64,0.011297,23691.526144
0.5,128,0.008432,17683.185664
0.5,256,0.000366,767.557632
1,1,0.002038,2136.997888
1,2,0.003434,3600.809984
1,4,0.00669,7014.97344
1,8,0.012422,13025.411072
1,16,0.026596,27887.927296
1,32,0.029737,31181.504512
1,64,0.023247,24376.246272
1,128,0.014045,14727.24992
1,256,0.000776,813.694976
2,1,0.004956,2598.371328
2,2,0.006451,3382.181888
2,4,0.013069,6851.919872
2,8,0.027917,14636.548096
2,16,0.057368,30077.353984
2,32,0.055443,29068.099584
2,64,0.046571,24416.616448
2,128,0.025452,13344.178176
2,256,0.001458,764.411904
4,1,0.01208,3166.69952
4,2,0.02273,5958.53312
4,4,0.029485,7729.31584
4,8,0.051966,13622.575104
4,16,0.107534,28189.392896
4,32,0.12546,32888.58624
4,64,0.093129,24413.208576
4,128,0.048091,12606.767104
4,256,0.022782,5972.164608
8,1,0.021826,2860.777472
8,2,0.04149,5438.17728
8,4,0.092869,12172.525568
8,8,0.144278,18910.806016
8,16,0.176658,23154.917376
8,32,0.202363,26524.123136
8,64,0.157219,20607.008768
8,128,0.084455,11069.68576
8,256,0.039727,5207.097344
16,1,0.03085,2021.7856
16,2,0.05347,3504.20992
16,4,0.10489,6874.07104
16,8,0.18826,12337.80736
16,16,0.355579,23303.225344
16,32,0.396909,26011.828224
16,64,0.299613,19635.437568
16,128,0.155562,10194.911232
16,256,0.068041,4459.134976
0.5,1,0.000926,1941.962752
0.5,2,0.001717,3600.809984
0.5,4,0.003261,6838.812672
0.5,8,0.006219,13042.188288
0.5,16,0.013038,27342.667776
0.5,32,0.013758,28852.617216
0.5,64,0.011523,24165.482496
0.5,128,0.008232,17263.755264
0.5,256,0.00038,796.91776
1,1,0.001982,2078.277632
1,2,0.003383,3547.332608
1,4,0.006664,6987.710464
1,8,0.012097,12684.623872
1,16,0.02479,25994.19904
1,32,0.028887,30290.214912
1,64,0.023127,24250.417152
1,128,0.014518,15223.226368
1,256,0.000754,790.626304
2,1,0.004985,2613.57568
2,2,0.006439,3375.890432
2,4,0.012909,6768.033792
2,8,0.024349,12765.888512
2,16,0.049262,25827.475456
2,32,0.059365,31124.35712
2,64,0.046973,24627.380224
2,128,0.026189,13730.578432
2,256,0.001529,801.636352
4,1,0.011756,3081.764864
4,2,0.02161,5664.93184
4,4,0.028735,7532.70784
4,8,0.060288,15804.137472
4,16,0.119677,31372.607488
4,32,0.121293,31796.232192
4,64,0.08697,22798.66368
4,128,0.048575,12733.6448
4,256,0.022224,5825.888256
8,1,0.023881,3130.130432
8,2,0.041192,5399.117824
8,4,0.103309,13540.917248
8,8,0.138428,18144.034816
8,16,0.301269,39487.930368
8,32,0.223927,29350.559744
8,64,0.15609,20459.02848
8,128,0.089256,11698.962432
8,256,0.03892,5101.32224
16,1,0.032096,2103.443456
16,2,0.054184,3551.002624
16,4,0.114367,7495.155712
16,8,0.19836,12999.72096
16,16,0.346726,22723.035136
16,32,0.416968,27326.414848
16,64,0.27555,18058.4448
16,128,0.151469,9926.672384
16,256,0.073615,4824.43264
0.5,1,0.000902,1891.631104
0.5,2,0.001754,3678.404608
0.5,4,0.003386,7100.956672
0.5,8,0.006047,12681.478144
0.5,16,0.013368,28034.727936
0.5,32,0.015489,32482.787328
0.5,64,0.011625,24379.392
0.5,128,0.008403,17622.368256
0.5,256,0.000353,740.294656
1,1,0.001983,2079.326208
1,2,0.003352,3514.826752
1,4,0.006559,6877.609984
1,8,0.012045,12630.09792
1,16,0.025534,26774.339584
1,32,0.029895,31347.17952
1,64,0.023104,24226.299904
1,128,0.014353,15050.211328
1,256,0.000739,774.897664
2,1,0.005421,2842.165248
2,2,0.006725,3525.8368
2,4,0.012671,6643.253248
2,8,0.024545,12868.64896
2,16,0.049784,26101.153792
2,32,0.058919,30890.524672
2,64,0.046428,24341.643264
2,128,0.025191,13207.339008
2,256,0.001571,823.656448
4,1,0.011788,3090.153472
4,2,0.024329,6377.701376
4,4,0.049297,12922.912768
4,8,0.060253,15794.962432
4,16,0.109048,28586.278912
4,32,0.119989,31454.396416
4,64,0.092574,24267.718656
4,128,0.047002,12321.292288
4,256,0.023183,6077.284352
8,1,0.023079,3025.010688
8,2,0.041565,5448.00768
8,4,0.09189,12044.20608
8,8,0.160946,21095.514112
8,16,0.181688,23814.209536
8,32,0.220398,28888.006656
8,64,0.158454,20768.882688
8,128,0.089832,11774.459904
8,256,0.037667,4937.089024
16,1,0.029115,1908.08064
16,2,0.053709,3519.873024
16,4,0.107933,7073.497088
16,8,0.215358,14113.701888
16,16,0.358694,23507.369984
16,32,0.363539,23824.891904
16,64,0.311367,20405.747712
16,128,0.162954,10679.353344
16,256,0.066295,4344.70912
