batch_size,worker_num,prefetch_factor,AVG_data,AVG_train,data_per,MIN_data,MAX_data,Median_data,p99_data,MIN_train,MAX_train,Median_train,p99_train,AVG_todevice,MIN_todevice,MAX_todevice,Median_todevice,p99_todevice
16,4,14,0.008648428262448778,0.035876161911908316,0.19423936814649537,0.0010466575622558594,0.3765270709991455,0.0012824535369873047,0.18904805183410645,0.017330646514892578,0.7982368469238281,0.020403146743774414,0.4159872531890869,0.0008417905545702167,0.0008091926574707031,0.0011594295501708984,0.0008304119110107422,0.0010443925857543945
16,4,15,0.009383215623743394,0.03529959098965514,0.20999611114244007,0.0010242462158203125,0.4138970375061035,0.0012602806091308594,0.20806264877319336,0.018671512603759766,0.7052764892578125,0.021511077880859375,0.36617493629455566,0.0008426086575377221,0.0008130073547363281,0.0011496543884277344,0.0008361339569091797,0.0010162591934204102
16,4,16,0.008220976474238377,0.03627470895355823,0.18475895797983832,0.001024484634399414,0.35440993309020996,0.0012993812561035156,0.1780942678451538,0.017410993576049805,0.7858121395111084,0.020848751068115234,0.4178081750869751,0.0008426974801456227,0.0008037090301513672,0.0012559890747070312,0.0008335113525390625,0.0010807514190673828
16,8,9,0.010677309597239774,0.04568319694668639,0.18944665781025422,0.0010945796966552734,0.4723367691040039,0.001405477523803711,0.23730766773223877,0.020508527755737305,1.066328525543213,0.02238178253173828,0.5674238204956055,0.000861663444369447,0.0008182525634765625,0.0012423992156982422,0.0008518695831298828,0.0011172294616699219
16,8,10,0.011539833218443627,0.0458222838009105,0.20117516259990992,0.0010068416595458984,0.5165989398956299,0.0013675689697265625,0.26085221767425537,0.01375436782836914,1.1543865203857422,0.022323131561279297,0.6081801652908325,0.0009406594669117647,0.0008122920989990234,0.004644632339477539,0.0008432865142822266,0.0028983354568481445
16,8,11,0.011819180320290959,0.04691839685627058,0.20122008581939343,0.0010445117950439453,0.5329596996307373,0.0013523101806640625,0.26763689517974854,0.020607471466064453,1.0439119338989258,0.023001432418823242,0.5534018278121948,0.000859830893722235,0.0008211135864257812,0.0011861324310302734,0.0008447170257568359,0.001112818717956543
16,8,12,0.01036514955408433,0.04955287073172775,0.1729888521790611,0.001005411148071289,0.4591646194458008,0.0013592243194580078,0.23060905933380127,0.0152435302734375,1.078202486038208,0.024310588836669922,0.571302056312561,0.0008536460352878945,0.0008027553558349609,0.001226663589477539,0.0008437633514404297,0.0010665655136108398
16,8,13,0.010787809596342198,0.05044982012580423,0.1761630821651612,0.0011057853698730469,0.471466064453125,0.0013747215270996094,0.24077296257019043,0.020180702209472656,1.0651123523712158,0.023508548736572266,0.5664581060409546,0.0008640008814194623,0.0008213520050048828,0.00128936767578125,0.0008487701416015625,0.001231074333190918
16,8,14,0.010130054810467888,0.051962815079034545,0.1631436077684098,0.001058816909790039,0.4497416019439697,0.0013463497161865234,0.22575783729553223,0.018094301223754883,1.2009196281433105,0.02191638946533203,0.6288092136383057,0.0008496723923028685,0.0008175373077392578,0.001161813735961914,0.0008447170257568359,0.001028895378112793
16,8,15,0.010526830074833888,0.0532679838292739,0.16501074978692054,0.0011432170867919922,0.46555566787719727,0.0013849735260009766,0.23374128341674805,0.02015376091003418,1.0529067516326904,0.0232846736907959,0.5609050989151001,0.0008639167336856618,0.0008218288421630859,0.001199483871459961,0.00084686279296875,0.0010941028594970703
16,8,16,0.01092830358767042,0.05350647720636106,0.16960255708176006,0.001016378402709961,0.4841461181640625,0.0013921260833740234,0.24554097652435303,0.012430191040039062,1.0408613681793213,0.025188446044921875,0.5532898902893066,0.0008606536715638404,0.0007936954498291016,0.0011887550354003906,0.0008475780487060547,0.0011142492294311523
16,16,9,0.014112159317614986,0.05399067729127174,0.20721837768169402,0.0012068748474121094,0.6403684616088867,0.001382589340209961,0.3251391649246216,0.020887374877929688,1.0543088912963867,0.0370638370513916,0.5577712059020996,0.0008615652720133463,0.0008172988891601562,0.0012493133544921875,0.0008490085601806641,0.0010912418365478516
16,16,10,0.014499416538313324,0.05872100942275103,0.19802420360164968,0.0010890960693359375,0.6675267219543457,0.0014238357543945312,0.33484697341918945,0.021486997604370117,1.1377267837524414,0.04107308387756348,0.6007612943649292,0.0008625890694412531,0.000820159912109375,0.0012099742889404297,0.0008497238159179688,0.0010529756546020508
16,16,11,0.017549089356964708,0.061762697556439566,0.22126710341459704,0.0009760856628417969,0.8023669719696045,0.0014159679412841797,0.4070333242416382,0.020621299743652344,1.085754156112671,0.04185962677001953,0.6018928289413452,0.0008684794108072916,0.0008132457733154297,0.0012781620025634766,0.0008549690246582031,0.001120448112487793
16,16,12,0.012936035792032877,0.064680440753114,0.16666610451594543,0.0010499954223632812,0.5778355598449707,0.0014324188232421875,0.29393911361694336,0.02203655242919922,1.1663551330566406,0.04203319549560547,0.6507750749588013,0.00086822696760589,0.000812530517578125,0.0014252662658691406,0.0008516311645507812,0.001194000244140625
